,Unnamed: 0,apartment_number,total_area,house_number,residents_number,owner_name
1766,1766,71,73.43634415160393,12,0,Лора Григорьевна Жданова
1767,1767,128,72.40583519472582,14,8,Анна Тимофеевна Алексеева
1768,1768,13,39.04886700759961,10,15,Синклитикия Тимофеевна Калинина
1769,1769,62,78.32850203561347,9,0,Петухова Алевтина Леоновна
1770,1770,7,60.89100645988993,15,9,Анжела Архиповна Блохина
1771,1771,26,38.188534712801065,17,2,Борисов Харлампий Валерьянович
1772,1772,85,32.810195476303825,7,7,Вадим Власович Виноградов
1773,1773,9,40.9389304351695,9,4,Воронова Агафья Наумовна
1774,1774,61,64.58982457232017,9,9,Фаина Архиповна Козлова
1775,1775,1,86.32919308319022,1,1,Панкрат Давыдович Панфилов
1776,1776,88,47.34970171743127,10,9,Логинова Вера Геннадьевна
1777,1777,1,42.10636455861783,15,1,Коновалов Ратмир Федосеевич
1778,1778,47,38.23094355845482,6,16,Симонова Елизавета Леоновна
1779,1779,39,40.85065353032154,12,2,Фомина Нонна Валериевна
1780,1780,100,52.96602749755712,6,0,г-н Корнилов Ермолай Авдеевич
1781,1781,100,39.3025077735483,2,0,Зиновий Федосьевич Веселов
1782,1782,156,38.25514345958187,3,7,Трифон Аксёнович Бобров
1783,1783,1,63.35766279102144,2,1,Терентьев Лонгин Вилорович
1784,1784,27,108.62206964737432,5,0,Гусева Ангелина Даниловна
1785,1785,7,62.50115808380431,7,9,Марина Дмитриевна Иванова
1786,1786,20,54.35279450445418,5,5,Муравьев Иван Игнатьевич
1787,1787,66,45.140551879741,5,3,Егорова Жанна Рубеновна
1788,1788,27,39.22523312295325,5,0,Егор Ярославович Поляков
1789,1789,25,59.503491195645005,22,11,Дементьев Стоян Юлианович
1790,1790,22,32.19835126300195,4,5,Иванна Геннадиевна Белякова
1791,1791,52,42.56097086433851,11,5,Митофан Васильевич Романов
1792,1792,45,34.24662270743377,3,3,Лебедева Ангелина Романовна
1793,1793,11,57.26516196753842,7,1,Викентий Всеволодович Киселев
1794,1794,39,58.88070430061459,10,2,Майя Рудольфовна Капустина
1795,1795,21,34.88020134549176,14,5,Наум Игнатьевич Белов
1796,1796,27,44.383976102453865,4,1,Тит Викентьевич Трофимов
1797,1797,75,47.544520583882495,7,1,Викторин Марсович Горбачев
1798,1798,27,72.87985329749613,6,0,Рюрик Жоресович Иванов
1799,1799,59,39.13249340489695,6,5,Вероника Вячеславовна Сазонова
1800,1800,27,37.80523107762981,6,0,Титов Леонид Андреевич
1801,1801,96,62.07736153360773,8,4,Фокин Игнатий Федосьевич
1802,1802,34,58.20141388357172,14,11,Алла Никифоровна Коновалова
1803,1803,59,103.4598200119261,18,5,Шашков Мартын Изотович
1804,1804,79,98.72798986965748,18,1,Лыткин Никандр Филиппович
1805,1805,94,45.2939879812504,1,0,Лариса Анатольевна Мухина
1806,1806,27,44.86039478479934,2,1,Эмилия Феликсовна Шарова
1807,1807,47,63.30213650472741,5,3,тов. Королева Марина Рубеновна
1808,1808,96,64.16471792017741,13,4,Муравьев Самсон Эдгардович
1809,1809,27,59.56013446811172,4,0,Фёкла Никифоровна Филиппова
1810,1810,62,50.42095233918664,3,0,Анжела Альбертовна Терентьева
1811,1811,27,56.08273663211018,6,4,Суханов Фока Игоревич
1812,1812,93,169.38518390109763,2,0,Амос Эдгарович Веселов
1813,1813,129,50.00384579898072,6,5,Филиппов Леонид Георгиевич
1814,1814,62,51.53821962936317,8,5,Тамара Владиславовна Корнилова
1815,1815,9,74.45716390090914,10,11,Нонна Михайловна Белозерова
1816,1816,15,80.29664132247471,15,0,Евлампий Авдеевич Петухов
1817,1817,6,66.27193700269865,14,0,Яков Гурьевич Лыткин
1818,1818,96,38.58916329299221,10,4,София Львовна Кулакова
1819,1819,27,36.68636003589148,5,0,Михей Адамович Тихонов
1820,1820,44,43.38071496296023,5,3,Зоя Леоновна Костина
1821,1821,137,83.53796985492329,7,0,Владимир Эдгарович Михеев
1822,1822,2,47.37471722875285,2,6,Моисеев Василий Харлампович
1823,1823,1,64.38680517406995,10,1,Олимпиада Тимуровна Миронова
1824,1824,27,59.59577479194557,7,0,Пелагея Ждановна Тимофеева
1825,1825,27,58.783660993800815,13,0,Регина Кузьминична Новикова
1826,1826,1,87.51040319057117,12,1,Елисеев Ермил Аверьянович
1827,1827,6,64.99830957614064,13,0,Журавлева Лидия Леонидовна
1828,1828,81,90.62047287074104,7,8,Казаков Юлий Эдгарович
1829,1829,3,32.689984873931074,3,2,Смирнова Наталья Кузьминична
1830,1830,27,55.11747481421571,6,0,Петрова Наталья Руслановна
1831,1831,44,47.394605540758114,6,1,Евгений Тарасович Федоров
1832,1832,141,36.067061918047,10,3,Филатова Пелагея Петровна
1833,1833,1,76.4811583577166,14,1,Иванов Фома Эдуардович
1834,1834,6,86.23387955014734,12,0,Акулина Егоровна Медведева
1835,1835,37,99.15406269149317,18,3,Никонова Татьяна Владимировна
1836,1836,48,39.13095009558345,2,10,Капустин Фортунат Захарьевич
1837,1837,27,55.59567697721554,15,0,Суворов Сидор Исидорович
1838,1838,27,90.04221237131395,2,0,Фокин Фотий Артёмович
1839,1839,173,42.52218583279097,10,4,Вышеслав Фёдорович Селиверстов
1840,1840,84,37.266787614393536,10,1,Самуил Фомич Кошелев
1841,1841,0,44.64350505390176,3,8,Рогова Вера Харитоновна
1842,1842,1,83.40619552632677,7,1,Марина Богдановна Потапова
1843,1843,53,67.77356036619477,6,3,Игнатий Харлампович Лыткин
1844,1844,23,40.826898276097936,12,2,г-жа Смирнова Зоя Евгеньевна
1845,1845,173,70.89173274754462,5,4,Киселева Алла Артемовна
1846,1846,27,80.79478943919143,19,0,Ладимир Елизарович Гордеев
1847,1847,9,54.8495052963731,7,4,Тетерина Василиса Егоровна
1848,1848,53,27.55299232048024,1,3,Фролова Наталья Рубеновна
1849,1849,33,46.2394191834799,3,10,Куликов Наум Измаилович
1850,1850,1,40.76442244592606,9,1,Ростислав Валентинович Гусев
1851,1851,1,45.73443867453378,21,1,Федосий Германович Семенов
1852,1852,62,58.16032195828552,8,0,Доронина Нина Эдуардовна
1853,1853,6,52.75644055920007,4,0,Муравьева Наталья Эльдаровна
1854,1854,12,57.639461495763854,17,15,Воронцов Севастьян Гордеевич
1855,1855,42,90.99152160876372,8,0,Пров Даниилович Быков
1856,1856,1,43.27306684746731,4,1,г-жа Хохлова Оксана Валериевна
1857,1857,1,64.35964576280219,6,1,Григорьев Емельян Эдуардович
1858,1858,46,45.55109040821878,8,5,Любосмысл Феофанович Громов
1859,1859,27,50.25276646949168,8,0,Тамара Оскаровна Боброва
1860,1860,161,53.216777876722624,7,3,Григорьев Орест Витальевич
1861,1861,23,43.04351178074749,8,2,Фокина Елена Борисовна
1862,1862,86,61.728989159506696,7,7,Сысоева Валентина Юльевна
1863,1863,58,39.95218992109596,7,0,Лора Ждановна Дьячкова
1864,1864,1,50.97045973914325,21,1,Медведев Игорь Филимонович
1865,1865,13,52.48894142580328,4,15,Варфоломей Гавриилович Мартынов
1866,1866,62,79.11665414238709,6,0,Горшкова Вера Никифоровна
1867,1867,58,138.98081717662046,2,5,Павлова Анастасия Семеновна
1868,1868,6,47.69121486183511,14,0,Виктория Игоревна Рогова
1869,1869,24,47.02746575377256,3,3,Морозов Тимофей Матвеевич
1870,1870,162,87.96224175412848,6,3,Дорофеев Ипполит Ярославович
1871,1871,180,34.809646077724814,4,10,Панов Семен Юлианович
1872,1872,75,62.465104910433446,13,5,Артемий Арсенович Воронцов
1873,1873,23,66.61831429967248,4,0,Королев Егор Филиппович
1874,1874,73,56.24599637547588,11,5,Евсеева Елизавета Натановна
1875,1875,1,47.00810467728219,20,1,Панова Елизавета Максимовна
1876,1876,9,81.30099984562351,3,0,Панкратий Владленович Фомичев
1877,1877,52,80.45684351985209,4,5,Лихачев Карл Ермолаевич
1878,1878,11,46.88051184685202,7,5,Крылова Дарья Робертовна
1879,1879,169,41.39248769218842,4,5,Клавдий Артемьевич Бобров
1880,1880,27,51.06303804694407,11,0,Зайцева Лукия Антоновна
1881,1881,143,38.31946009157757,9,1,Калашникова Акулина Аркадьевна
1882,1882,56,54.09924103188871,14,6,Щербакова Майя Игоревна
1883,1883,23,41.80851676509278,12,2,Туров Александр Игоревич
1884,1884,27,61.34240981799427,3,0,Карп Фадеевич Носов
1885,1885,67,53.9305207945943,17,4,Владилен Валентинович Субботин
1886,1886,53,36.18631627768913,4,3,Кулакова Раиса Робертовна
1887,1887,142,47.326212633074725,5,0,Иван Аверьянович Андреев
1888,1888,30,48.80320053595103,7,23,Творимир Федосеевич Емельянов
1889,1889,3,56.85975425872582,13,3,Носков Вячеслав Тарасович
1890,1890,1,83.77256492414762,17,1,Якушева Агафья Харитоновна
1891,1891,0,17.49854229205015,7,8,Быков Архип Харитонович
1892,1892,56,40.97983616062344,11,6,Мельникова Ульяна Архиповна
1893,1893,8,85.14293947844845,9,2,Якушева Оксана Артемовна
1894,1894,23,51.6159774622237,8,0,Радим Федосьевич Блохин
1895,1895,93,137.2859225150408,3,0,Медведев Кузьма Жоресович
1896,1896,109,72.60194826522002,16,1,г-н Мамонтов Юрий Демьянович
1897,1897,6,66.12921387866758,17,0,Пимен Матвеевич Сорокин
1898,1898,128,62.37714994763196,15,8,Овчинникова Зинаида Павловна
1899,1899,97,61.10867123274149,4,7,Елисеев Парамон Эдуардович
1900,1900,118,84.12878565363197,4,7,Филиппова Варвара Макаровна
1901,1901,58,49.28605411452771,5,5,Ширяева Евпраксия Михайловна
1902,1902,44,42.89255566649248,12,1,Филиппов Всемил Игоревич
1903,1903,8,41.59219934158115,5,5,Антонина Владиславовна Беспалова
1904,1904,74,92.8831803885798,15,2,Громова Майя Константиновна
1905,1905,6,40.53723636735882,17,0,Фадей Егорович Белозеров
1906,1906,86,65.80361320331266,2,7,Белоусов Ермил Владиславович
1907,1907,179,46.00020052811933,4,8,Белоусова Фаина Геннадьевна
1908,1908,88,67.16356662145999,11,9,Трофим Алексеевич Фомичев
1909,1909,23,68.29310859799376,4,2,Лонгин Владленович Гущин
1910,1910,132,40.825999032580135,4,7,Раиса Ждановна Костина
1911,1911,1,41.67290920762253,8,1,Лапина Фаина Андреевна
1912,1912,20,38.9023438963422,8,5,Глафира Кузьминична Кузнецова
1913,1913,6,82.54443303160843,13,0,Эдуард Харламович Горбачев
1914,1914,6,41.21597786048539,8,0,Анна Никифоровна Евсеева
1915,1915,1,57.4006883391228,17,1,Нина Никифоровна Веселова
1916,1916,38,123.45778074681782,20,7,Щукина Жанна Архиповна
1917,1917,52,43.68056561459872,9,5,Вишняков Севастьян Елизарович
1918,1918,63,127.65123727019704,8,6,Борисов Эммануил Игнатьевич
1919,1919,27,56.48329998142557,17,1,Фомина Василиса Васильевна
1920,1920,125,43.35329874232809,8,1,Юлия Ниловна Зимина
1921,1921,8,83.21948767655502,14,2,Эмиль Артемьевич Голубев
1922,1922,30,80.46787754919639,8,23,Лазарева Полина Валериевна
1923,1923,66,47.75733901320332,3,3,Гремислав Якубович Субботин
1924,1924,13,80.1244597647734,7,15,Алина Владиславовна Фомина
1925,1925,111,81.82884120772789,19,11,Исаков Казимир Фомич
1926,1926,138,36.321884108544765,2,2,Андреева Марина Святославовна
1927,1927,108,55.05519931167855,5,1,Фёкла Григорьевна Горшкова
1928,1928,1,48.73491830577706,16,1,Щербаков Иларион Бориславович
1929,1929,30,74.4616381695478,18,23,Терентьев Феоктист Жанович
1930,1930,134,31.938837435441705,4,8,Николаева Галина Архиповна
1931,1931,109,36.73079841021132,10,1,Август Жанович Ильин
1932,1932,78,38.27962156281617,16,2,Ангелина Леоновна Селезнева
1933,1933,93,41.35893878579574,7,0,Селиверстова Агафья Захаровна
1934,1934,1,67.32750362234454,8,1,Мартьян Ильясович Кондратьев
1935,1935,99,36.436927414302296,4,4,Беляков Мариан Ефимьевич
1936,1936,27,44.279691756319416,9,0,Анжела Юльевна Агафонова
1937,1937,28,62.01031135169231,6,0,г-н Голубев Ульян Юлианович
1938,1938,55,41.98315059630832,13,4,Баранова Евфросиния Дмитриевна
1939,1939,1,80.26150506077556,18,1,Тарасов Евдоким Бориславович
1940,1940,46,42.08086648759053,11,5,Лавр Владиславович Дорофеев
1941,1941,167,67.12519165572334,15,3,Большаков Борис Фролович
1942,1942,90,45.15184255484037,2,2,Нонна Львовна Борисова
1943,1943,1,44.12348058990274,19,1,Кира Леоновна Трофимова
1944,1944,25,48.4173704360669,24,11,Воронцов Владлен Григорьевич
1945,1945,1,47.534668277756445,5,1,Леон Теймуразович Субботин
1946,1946,1,40.96452933781849,7,1,Громов Виссарион Денисович
1947,1947,23,62.98277573849064,15,2,тов. Полякова Валерия Оскаровна
1948,1948,41,39.31985140360614,5,0,Жанна Альбертовна Рогова
1949,1949,7,48.16592079445754,8,9,Денисова Раиса Вадимовна
1950,1950,96,41.17269986777893,14,4,тов. Воробьева Полина Георгиевна
1951,1951,67,55.10081041159598,7,4,Остап Гурьевич Воробьев
1952,1952,84,61.49601616369852,6,1,Гедеон Власович Прохоров
1953,1953,110,55.68177641321014,12,8,Синклитикия Викторовна Блинова
1954,1954,44,49.64266360693655,1,3,Евгений Викторович Дмитриев
1955,1955,28,45.745545618308846,4,0,Одинцова Юлия Аркадьевна
1956,1956,54,106.23962162764415,26,6,Анисим Марсович Исаев
1957,1957,28,40.80997167742723,10,0,Наина Аскольдовна Мишина
1958,1958,108,53.2827480297468,3,1,Рябов Епифан Терентьевич
1959,1959,61,57.79267902241592,10,9,Павлов Ростислав Жоресович
1960,1960,134,39.52147493154445,9,8,Ираида Захаровна Куликова
1961,1961,94,41.20777444874016,12,9,Лариса Васильевна Фомичева
1962,1962,84,44.941362985482776,2,1,Милий Геннадиевич Медведев
1963,1963,52,65.82220233184002,16,5,Мамонтова Анжелика Георгиевна
1964,1964,62,37.26658165803232,4,5,Исай Харлампович Кулагин
1965,1965,44,47.90652169599012,11,3,Кондратий Иосипович Агафонов
1966,1966,80,47.5480258442433,5,4,Андрей Глебович Сорокин
1967,1967,41,79.15703198620649,8,0,Иванна Наумовна Пономарева
1968,1968,79,47.31498241594873,6,5,Александра Ниловна Игнатова
1969,1969,30,66.28311141880953,10,23,Никифоров Ипполит Артурович
1970,1970,53,80.2009879467088,18,3,Назаров Измаил Ефстафьевич
1971,1971,41,43.18343971989631,11,0,Вениамин Гордеевич Кулаков
1972,1972,62,41.73507255509581,3,0,Элеонора Константиновна Симонова
1973,1973,23,48.49578530840991,5,2,Анастасия Вениаминовна Красильникова
1974,1974,101,96.27459600551364,5,2,Евпраксия Семеновна Никитина
1975,1975,128,45.71116213076868,3,8,Королев Анисим Адамович
1976,1976,27,45.53376765579991,1,0,Лобанова Милица Сергеевна
1977,1977,1,52.62320252890698,5,1,Элеонора Яковлевна Пахомова
1978,1978,23,43.74359179613742,12,2,Пелагея Мироновна Афанасьева
1979,1979,6,72.00321612972823,16,0,Геннадий Еремеевич Васильев
1980,1980,26,79.87470017493682,11,2,Воронцов Натан Абрамович
1981,1981,27,212.9323610463113,2,1,Молчанова Октябрина Кузьминична
1982,1982,86,275.6452840757745,12,7,Харитонов Сила Аверьянович
1983,1983,26,56.63623397222868,5,2,Фирс Аверьянович Миронов
1984,1984,7,37.54963824122465,7,9,Михайлов Севастьян Евстигнеевич
1985,1985,146,47.6304297034215,2,10,Владимиров Касьян Елисеевич
1986,1986,161,34.41694304086341,3,3,Любовь Тимофеевна Ширяева
1987,1987,188,45.31178694495411,7,5,Никандр Григорьевич Прохоров
1988,1988,56,54.55461174852108,12,6,Орлова Эмилия Романовна
1989,1989,1,42.808104529010855,18,1,Рыбаков Силантий Ефимьевич
1990,1990,189,39.03744663592883,2,23,Прасковья Борисовна Агафонова
1991,1991,34,68.90110193890536,16,11,Алевтина Наумовна Колесникова
1992,1992,55,79.74945837325292,8,4,Агафья Петровна Данилова
1993,1993,27,64.06182893506437,20,1,Семен Фомич Кондратьев
1994,1994,23,98.20099996148588,11,2,Ковалева Регина Егоровна
1995,1995,85,72.22892689281306,6,7,Воронцов Нифонт Федосеевич
1996,1996,1,57.909073550652536,3,1,Измаил Фокич Ковалев
1997,1997,11,37.22935937621509,3,5,Шилов Наум Харламович
1998,1998,93,36.04705005829192,1,0,Мир Давидович Ефимов
1999,1999,94,40.53256056263962,7,9,Болеслав Валерьянович Михеев
2000,2000,108,42.89716870315002,2,1,Ершова Екатерина Руслановна
2001,2001,143,46.79964527254211,9,1,Ярополк Адамович Щербаков
2002,2002,48,83.86617444067562,26,10,Федорова Ия Аскольдовна
2003,2003,96,77.65364466298149,13,4,Осип Филиппович Воронов
2004,2004,6,42.63768241420529,13,0,Симонов Чеслав Дорофеевич
2005,2005,1,85.91616421310721,13,1,Ираида Оскаровна Михеева
2006,2006,48,37.75997519242415,21,10,Октябрина Кузьминична Большакова
2007,2007,11,71.6861203877989,1,5,Устинова Елизавета Станиславовна
2008,2008,23,27.911197308383034,3,0,Рубен Аверьянович Егоров
2009,2009,189,38.39511860949414,5,23,Логинова Варвара Вениаминовна
2010,2010,27,59.98271387340807,12,1,Новикова Феврония Эдуардовна
2011,2011,9,44.69723525235111,6,4,Майя Евгеньевна Соколова
2012,2012,74,53.86550179647594,9,2,Борис Владленович Самсонов
2013,2013,23,51.40121237217207,5,0,Любовь Феликсовна Маслова
2014,2014,27,79.04712440640681,9,4,Калашникова Иванна Андреевна
2015,2015,63,39.931163362803694,12,6,Христофор Евсеевич Комаров
2016,2016,9,76.23354525238423,4,4,Анжела Валентиновна Миронова
2017,2017,11,59.99483746417766,5,1,Лаврентьева Виктория Артемовна
2018,2018,70,77.2192323232477,14,5,Фотий Владиславович Пестов
2019,2019,21,60.211148275148986,6,5,Харитонов Сила Юльевич
2020,2020,2,48.05644439266729,7,6,Мясников Август Августович
2021,2021,61,40.38975218976856,16,9,Анжелика Сергеевна Селиверстова
2022,2022,157,58.644989310552745,6,5,Князев Савелий Тимурович
2023,2023,23,96.1191050681904,15,2,Ульяна Валериевна Макарова
2024,2024,74,51.32988932798784,15,2,Родионова Анжелика Сергеевна
2025,2025,27,45.42890589073067,7,0,Яковлева Октябрина Яковлевна
2026,2026,25,53.70897080703038,11,11,Козлов Мстислав Ефимович
2027,2027,119,51.25524271719103,6,8,Руслан Игнатьевич Бобров
2028,2028,1,42.31940721187004,13,1,Иннокентий Дмитриевич Куликов
2029,2029,119,34.348777334000054,3,5,Терентий Игнатович Лазарев
2030,2030,13,35.075562306983684,8,15,Феоктист Трофимович Селезнев
2031,2031,45,48.72135300930816,5,3,Антонина Кузьминична Кабанова
2032,2032,6,39.4013357083338,4,0,Семен Адрианович Андреев
2033,2033,23,52.48807957716893,13,2,Третьякова Феврония Валериевна
2034,2034,8,36.288029270425184,2,5,Мартын Гаврилович Бирюков
2035,2035,163,51.98089387640782,3,19,Никодим Дорофеевич Колобов
2036,2036,41,70.73322665678842,7,0,Архип Жоресович Мишин
2037,2037,84,47.64680672833926,6,6,Евфросиния Александровна Потапова
2038,2038,6,40.20761481119502,14,0,Эмилия Рубеновна Кулагина
2039,2039,23,59.18107141501626,3,0,Акулина Антоновна Орлова
2040,2040,45,42.4516602233288,9,2,Никон Валерьянович Мартынов
2041,2041,24,45.84975191578899,6,3,Гришин Велимир Юлианович
2042,2042,3,54.88212616146587,4,3,Потапова София Дмитриевна
2043,2043,55,78.13177242983359,3,4,Данилов Герасим Борисович
2044,2044,90,45.94929008673522,4,2,Екатерина Сергеевна Лебедева
2045,2045,41,69.03912178061488,10,1,Прохорова Людмила Аскольдовна
2046,2046,23,70.27846009721512,4,0,Лукин Поликарп Ильясович
2047,2047,9,83.97842531638597,10,4,Адам Ааронович Зайцев
2048,2048,15,40.75853941649848,10,0,Севастьян Германович Казаков
2049,2049,23,43.624730874783815,10,2,Сысоева Лукия Сергеевна
2050,2050,6,53.1351514993252,7,0,Зайцев Моисей Феоктистович
2051,2051,164,79.11349629962119,16,6,Силантий Устинович Ильин
2052,2052,6,43.40181810179384,17,0,Софон Данилович Евсеев
2053,2053,1,40.87577902013176,7,1,Голубева София Аркадьевна
2054,2054,3,59.99161655823624,8,3,Карл Владиславович Воронов
2055,2055,44,68.40759627597753,13,1,Давыдова Ангелина Ждановна
2056,2056,27,42.04673877226928,7,0,Маргарита Захаровна Сафонова
2057,2057,27,53.256333332735856,2,0,Фомичев Савватий Елизарович
2058,2058,6,36.71558643272098,14,0,Костина Синклитикия Федоровна
2059,2059,93,64.73915833315523,14,3,Акулина Ефимовна Григорьева
2060,2060,93,135.96146728628088,3,0,Макарова Зоя Леоновна
2061,2061,169,52.993199980466045,11,9,Зимина Регина Николаевна
2062,2062,1,63.04323736898782,18,1,Любомир Елисеевич Петухов
2063,2063,27,64.24302326607257,12,0,Таисия Даниловна Николаева
2064,2064,23,75.53983929394911,6,0,Евгения Валериевна Анисимова
2065,2065,23,73.14485924458738,5,2,Аггей Данилович Васильев
2066,2066,130,46.29633837067859,2,11,Гусев Иван Федосьевич
2067,2067,30,32.84351500933907,12,23,Симон Харлампьевич Носков
2068,2068,23,63.31319369078432,17,2,Мартынова Клавдия Богдановна
2069,2069,66,44.03656090041255,4,3,Лариса Георгиевна Макарова
2070,2070,57,42.15900122510248,8,4,Дементий Ильич Наумов
2071,2071,61,49.24281731117796,6,9,Ковалев Самуил Валерьевич
2072,2072,58,47.52466710662142,4,2,Лукия Ждановна Лаврентьева
2073,2073,96,51.904206809446656,7,4,Силантий Вилорович Фадеев
2074,2074,6,38.35996857195259,8,0,Нинель Ильинична Лебедева
2075,2075,134,56.98193099240812,4,8,Фролова Галина Олеговна
2076,2076,90,47.18059609496893,5,2,Дмитрий Григорьевич Беляков
2077,2077,23,39.39267535455063,9,2,Тарас Фролович Кириллов
2078,2078,138,45.49782581400208,4,2,Максим Бориславович Якушев
2079,2079,44,45.29517235900452,4,0,Власова Элеонора Макаровна
2080,2080,91,38.443582626109226,11,0,Евфросиния Кирилловна Ковалева
2081,2081,37,60.34292447202085,8,3,Егоров Владислав Терентьевич
2082,2082,53,42.58746123713435,6,3,Киселев Анатолий Гурьевич
2083,2083,23,38.01232026474068,6,2,Никифор Исидорович Самойлов
2084,2084,27,39.74845402055246,6,0,Кошелева Пелагея Эдуардовна
2085,2085,6,49.3152991459669,10,0,Комиссаров Ипат Игоревич
2086,2086,87,36.35516544834023,7,6,Людмила Эдуардовна Щербакова
2087,2087,75,31.53825996617848,5,0,Дарья Викторовна Григорьева
2088,2088,23,29.35743491696476,12,0,Валерия Владиславовна Волкова
2089,2089,44,50.770859322343085,8,3,Гуляева Александра Игоревна
2090,2090,34,61.35736651451006,18,11,Пелагея Романовна Савельева
2091,2091,59,54.39183504893587,5,6,Кабанова Елизавета Геннадьевна
2092,2092,62,54.976778081958585,5,0,Лидия Ефимовна Игнатова
2093,2093,47,55.03843873276674,13,16,Шашков Викентий Ефремович
2094,2094,23,40.83036272926882,4,0,Наина Афанасьевна Соболева
2095,2095,30,40.78706409469411,9,23,Данила Изотович Самсонов
2096,2096,1,67.17129670721678,14,1,Шестаков Евсей Жанович
